"District/LEA","District #","School","School #","Private","Charter","T-I Prev.","T-I Curr.","Grades","Address","City","Zip","Map","Link","Stats","Phone","Fax","Chartered By","Opened","Closed","Principal/Director","Principal Name","Principal Email"
"Summit Academy","A4","Summit Academy","100","Public","Charter","Title I","?","Pre - 8","1285 E 13200 S","DRAPER","84020","geo:40.512294,-111.853875","http://www.summitacademyschools.org","","801-572-4166","801-572-4169","State Charter School Board (SCSB)","2004","","Principal","Lindy Hatch","lindy.hatch@summitacademyschools.org"
"Summit Academy","A4","Summit Academy - Bluffdale","310","Public","Charter","Title I","?","Pre - 6","1940 W. 14400 S","BLUFFDALE","84065","geo:40.4899731,-111.9475417","http://www.summitacademyschools.org","","801-254-9488","801-254-9355","State Charter School Board (SCSB)","2016","","Principal","Diana Brantley","diana.brantley@summitacademyschools.org"
"Summit Academy","A4","Summit Academy - Independence","300","Public","Charter","Title I","?","Pre - 8","15327 S. Noell Nelson Drive","BLUFFDALE","84065","geo:40.47587,-111.9202","http://www.summitacademyschools.org","","801-987-8755","","State Charter School Board (SCSB)","2014","","Principal","Lisa Cutler","lisa.cutler@summitacademyschools.org"
"Summit Academy","A4","Summit Academy High School","700","Public","","","?","K - 12","14942 S 560 West","BLUFFDALE","84065","geo:40.511565,-111.853972","http://www.sahs1.org","","801-495-3272","801-495-3275","State Charter School Board (SCSB)","2023","","Principal","Angela Grimmer","natalie.call@summitacademyschool.org"
"Summit Academy High School","7G","Summit Academy High School","700","Public","Charter","Title I","?","null","14942 S 560 W","BLUFFDALE","84065","geo:40.511565,-111.853972","http://www.sahs1.org","https://datagateway.schools.utah.gov/Schools/7G700","801-495-3272","801-495-3275","State Charter School Board (SCSB)","2010","2023","Principal","Natalie Call","natalie.call@summitacademyschools.org"
"Sunrise Academy","MI","Sunrise Academy","951","Private","","","?","7 - 12","240 W 500 N","LA VERKIN","84745","geo:37.210294,-113.275097","www.sunrisertc.com","","435-635-1185","435-635-1187","","2007","","Principal","Krista Perry","kristan@sunrisertc.com"
"Sunshine Academy, LLC","SU","Sunshine Academy Magna","902","Private","","","?","Pre - 6","488 River Meadow Dr.","ALPINE","84004","geo:40.69622,-112.06703","sunshineacademyut.com","","801-508-0020","","","2023","","Administrator","","suzannewmillar@gmail.com"
"Sunshine Academy, LLC","SU","Sunshine Academy West Valley City","903","Private","","","?","Pre - 6","488 River Meadow Dr.","ALPINE","84004","geo:40.68297,-111.99586","-111.99586","","","","","2023","","Administrator","","suzannewmillar@gmail.com"
"Sunshine Academy, LLC","SU","Sunshine Academy, LLC","901","Private","","","?","Pre - 6","488 River Meadow Dr.","ALPINE","84004","geo:40.44752,-111.77961","sunshineacademyut.com","","801-756-0077","","","2023","","Administrator","","suzannewmillar@gmail.com"
"Syracuse Arts Academy","4D","Syracuse Arts Academy","100","Public","Charter","Title I","?","K - 9","2893 W 1700 S","SYRACUSE","84075","geo:41.093925,-112.058388","http://www.syracuseartsacademy.org","https://datagateway.schools.utah.gov/Schools/4D100","801-779-2066","801-779-2068","State Charter School Board (SCSB)","2006","","Principal","Arthur Hansen","ahansen@saacharter.org"
"Syracuse Arts Academy","4D","Syracuse Arts Academy - North","110","Public","Charter","Title I","?","K - 6","357 South 1550 West","SYRACUSE","84075","geo:41.110606,-112.054288","www.SyracuseArtsAcademy.org","https://datagateway.schools.utah.gov/Schools/4D110","801-827-0540","801-774-9270","State Charter School Board (SCSB)","2015","","Principal","Judy Nixon","jnixon@saacharter.org"
"Telos Academy","LP","Telos Academy","950","Private","","","?","8 - 12","870 WEST CENTER STREET","OREM","84057","geo:40.297309,-111.716753","telosacademy.weebly.com","","801-426-8800","801-426-8825","","2006","","Administrator","Kevin Kuykendall","kkuykendall@telos.org"
"Terra Academy","8J","Terra Academy","300","Public","Charter","Title I","?","K - 12","267 Aggie Blvd","VERNAL","84078","geo:40.44818,-109.563218","www.theterraacademy.org","https://datagateway.schools.utah.gov/Schools/8J300","844-322-6562","385-887-9006","State Charter School Board (SCSB)","2015","","Director","William Zenner","bzenner@theterraacademy.org"
"The Academy at Cedar Mountain","JN","The Academy at Cedar Mountain","975","Private","","","?","9 - 12","1441 SOUTH CAMPUS DR","CEDAR CITY","84720","geo:37.652291,-113.074329","","","435-867-5555","435-867-0005","","2001","","Principal","Wandajo Tuttle",""
"The American Academy","AA","The American Academy","951","Private","","","?","9 - 12","310 S. Main St.","SALT LAKE CITY","84101","geo:40.7623795,-111.8938119","www.theamericanacademy.com","","855-954-5472","","","2015","","Administrator","",""
"The Center for Creativity Innovation and Discovery","2L","The Center for Creativity Innovation and Discovery","300","Public","Charter","Title I","?","K - 8","PO Box 693","PROVIDENCE","84332","geo:41.7147965,-111.8225481","ccidschool.org","https://datagateway.schools.utah.gov/Schools/2L300","435-258-7097","435-994-3379","State Charter School Board (SCSB)","2017","","Superintendent","Melia Balls",""
"The Kids Connection","CK","The Kids Connection","901","Private","","","?","Pre","864 N 980 W","OREM","84057","geo:40.31321,-111.71922","https://mykidsconnection.org","","801-224-4449","","","2022","","Administrator","","jenn@mykidsconnection.org"
"The School of Autistic Healing","AG","The School of Autistic Healing","999","Private","","","?","K - 12","PO BOX 711526","COTTONWOOD","84171","geo:40.626498,-111.834561","http://www.autistichealing.org/","","801-738-1568","801-439-2810","","2010","","Director","","lora.sorensen10@gmail.com"
"Thomas Edison","94","Thomas Edison","100","Public","Charter","","?","K - 8","180 E 2600 N","NORTH LOGAN","84341","geo:41.779644,-111.829157","http://www.thomased.org","https://datagateway.schools.utah.gov/Schools/94100","435-787-2820","435-787-0299","State Charter School Board (SCSB)","2002","","Principal","Jamie Lewis","jlewis@edisoncs.org"
"Thomas Edison","94","Thomas Edison - South","110","Public","Charter","","?","K - 8","1275 W 2350 S","NIBLEY","84321","geo:41.689436,-111.864384","http://www.thomased.org","https://datagateway.schools.utah.gov/Schools/94110","435-752-0123","435-787-4350","State Charter School Board (SCSB)","2008","","Principal","Melani Kirk","mkirk@edisoncs.org"
"Three Points Academy","TP","Three Points Academy","950","Private","","","?","6 - 12","2994 S Gould Wash Rd","HURRICANE","84737","geo:37.109638,-113.231201","","","435-635-0636","","","2020","","Director","","lforrest@threepointscenter.com"
"Thrive Learning Center","TL","Thrive Learning Center","901","Private","","","?","Pre - 12","5974 S. Fashion Pointe Dr. Suite 140","SOUTH OGDEN","84403","geo:41.154,-111.937","https://www.neurobcg.com/","","801-683-1062","","","2021","","Administrator","","thrivelearning@neurobcg.com"
"Time For Families - Davis County","TF","Time For Families - Davis County","901","Private","","","?","Pre - 6","440 N Kays Drive","KAYSVILLE","84037","geo:41.041,-111.956","timeforfamiliesdaviscounty.com","","801-544-9700","801-498-7937","","2021","","Administrator","","timeforfamiliesdaviscounty@gmail.com"
"Timpanogos Academy","95","Timpanogos Academy","110","Public","Charter","","?","K - 6","70 S TITAN TRAIL","LINDON","84042","geo:40.33677,-111.712967","http://www.timpacademy.org","https://datagateway.schools.utah.gov/Schools/95110","801-785-4979","801-785-9690","State Charter School Board (SCSB)","2002","","Principal","Errol Porter","eporter@timpacademy.org"
"Tintic District","29","Eureka School","108","Public","","Title I","?","Pre - 6","P O BOX 170 55 E MAIN","EUREKA","84628","geo:39.956496,-112.113332","http://www.tintic.k12.ut.us/ees/","https://datagateway.schools.utah.gov/Schools/29108","435-433-6927","435-433-6622","","1982","","Principal","Karen Kramer","kkramer@tintic.org"
"Tintic District","29","Tintic High","704","Public","","","?","7 - 12","P O BOX 230 525 E MAIN","EUREKA","84628","geo:39.959251,-112.104732","http://www.tintic.k12.ut.us/ths/ths/index.htm","https://datagateway.schools.utah.gov/Schools/29704","435-433-6939","435-433-6845","","1982","","Principal","Jennica Beckstrom","jbeckstrom@tintic.org"
"Tintic District","29","Tintic Preschool","100","Public","","","?","Pre","PO BOX 210 55 E MAIN","EUREKA","84628","geo:39.956304,-112.113265","","https://datagateway.schools.utah.gov/Schools/29100","435-433-6363","","","2002","","Principal","",""
"Tintic District","29","West Desert High School","112","Public","","","?","Pre - 6","440 TROUT CREEK","TROUT CREEK","84083","geo:39.691005,-113.830061","http://www.tintic.k12.ut.us/wdhs/wdhs.htm","https://datagateway.schools.utah.gov/Schools/29112","435-693-3193","435-693-3193","","1979","","Principal","Karen Kramer","kkramer@tintic.org"
"Tintic District","29","West Desert High School","708","Public","","","?","7 - 12","440 TROUT CREEK","TROUT CREEK","84083","geo:39.691005,-113.830061","http://www.tintic.k12.ut.us/wdhs/wdhs.htm","https://datagateway.schools.utah.gov/Schools/29708","435-693-3112","435-693-3112","","1979","","Principal","Jennica Beckstrom","jbeckstrom@tintic.org"
"Tooele District","30","Anna Smith School","140","Public","","Title I","?","Pre - 6","P O BOX 879 731 N ARIA","WENDOVER","84083","geo:40.741635,-114.043149","https://annasmithelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30140","435-665-0470","435-665-7562","","1982","","Principal","Gina Ruiz","gruiz@tooeleschools.org"
"Tooele District","30","Blue Peak High","740","Public","","","?","K - 12","211 S TOOELE BLVD","TOOELE","84074","geo:40.528386,-112.340184","https://bluepeakhigh.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30740","435-833-8700","435-833-8785","","1983","","Principal","Jonathan Marble","jmarble@tooeleschools.org"
"Tooele District","30","Clarke N. Johnsen Jr High","408","Public","","","?","7 - 8","2152 N 400 W","TOOELE","84074","geo:40.568497,-112.293366","https://clarkenjohnsenjuniorhigh.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30408","435-833-1939","435-843-3816","","2006","","Principal","Krista Sparks","ksparks@tooeleschools.org"
"Tooele District","30","Copper Canyon School","102","Public","","Title I","?","Pre - 6","1600 N BROADWAY","TOOELE","84074","geo:40.559791,-112.28834","https://coppercanyonelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30102","435-843-3820","435-843-3824","","2004","","Principal","Terri Chynoweth","tchynoweth@tooeleschools.org"
"Tooele District","30","Digital Education Center","735","Public","","","?","K - 12","211 S Tooele Blvd","TOOELE","84074","geo:40.52848,-112.28799","","https://datagateway.schools.utah.gov/Schools/30735","435-833-8710","435-833-8798","","2021","","Principal","Danny Strain","hstrain@tooeleschools.org"
"Tooele District","30","Dugway","600","Public","","","?","K - 12","5010 E School Street","DUGWAY","84022","geo:40.2293159,-112.7478266","","https://datagateway.schools.utah.gov/Schools/30600","435-831-4090","435-831-4091","","2016","","Principal","Darren Westhora","dwesthora@tooeleschools.org"
"Tooele District","30","Grantsville High","708","Public","","","?","9 - 12","155 E CHERRY ST","GRANTSVILLE","84029","geo:40.59601,-112.457715","http://ghs.tooele.k12.ut.us/moodle/","https://datagateway.schools.utah.gov/Schools/30708","435-884-4500","435-884-4519","","1967","","Principal","Kenna Aagard","kaagard@tooeleschools.org"
"Tooele District","30","Grantsville Jr High","308","Public","","","?","7 - 8","318 S HALE","GRANTSVILLE","84029","geo:40.591142,-112.464565","https://grantsvillejuniorhigh.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30308","435-884-4510","435-884-4513","","1982","","Principal","Matthew Parker","mparker@tooeleschools.org"
"Tooele District","30","Grantsville School","108","Public","","","?","Pre - 6","50 S PARK ST","GRANTSVILLE","84029","geo:40.599364,-112.468246","https://grantsvilleelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30108","435-884-9991","435-884-9992","","1953","","Principal","Candy Raleigh","craleigh@tooeleschools.org"
"Tooele District","30","Ibapah School","116","Public","","","?","K - 6","116 EAGLE'S NEST PO Box 6087","IBAPAH","84034","geo:40.036646,-113.985915","","https://datagateway.schools.utah.gov/Schools/30116","435-234-1113","435-234-1175","","1960","","Principal","Gina Ruiz","gruiz@tooeleschools.org"
"Tooele District","30","Middle Canyon School","128","Public","","","?","K - 6","751 E 1000 N","TOOELE","84074","geo:40.55201,-112.278242","https://middlecanyonelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30128","435-833-1906","435-843-3802","","2002","","Principal","Donna Goss","dgoss@tooeleschools.org"
"Tooele District","30","Northlake School","132","Public","","Title I","?","Pre - 6","268 N COLEMAN","TOOELE","84074","geo:40.53548,-112.312561","https://northlakeelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30132","435-833-1940","435-833-1943","","1982","","Principal","Stephanie Lindsay","slindsay@tooeleschools.org"
"Tooele District","30","Old Mill School","152","Public","","","?","Pre - 6","130 E Brigham Rd","STANSBURY PARK","84074","geo:40.650893,-112.301576","www.tooeleschools.org","https://datagateway.schools.utah.gov/Schools/30152","435-833-1900","","","2017","","Principal","Gailynn Warr","gwarr@tooeleschools.org"
"Tooele District","30","Overlake School","134","Public","","","?","K - 6","2052 N 170 W","TOOELE","84074","geo:40.566511,-112.306321","https://overlakeelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30134","435-843-3805","435-843-3809","","2002","","Principal","Amy Burge","aburge@tooeleschools.org"
"Tooele District","30","Rose Springs School","124","Public","","","?","Pre - 6","5349 N INSBROOK PLACE","STANSBURY PARK","84074","geo:40.626159,-112.293675","https://rosespringselementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30124","435-833-9015","435-833-9207","","2005","","Principal","","kestaten@tooeleschools.org"
"Tooele District","30","Settlement Canyon School","138","Public","","","?","K - 6","935 WEST TIMPIE ROAD","TOOELE","84074","geo:40.513954,-112.322266","https://settlementcanyonelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30138","435-882-4597","435-882-0760","","2007","","Principal","Camille Hanson","chanson@tooeleschools.org"
"Tooele District","30","Stansbury High","720","Public","","","?","9 - 12","5300 N ABERDEEN LANE","STANSBURY PARK","84074","geo:40.63065,-112.30382","http://www.stansburyhigh.org/","https://datagateway.schools.utah.gov/Schools/30720","435-882-2479","435-882-4049","","2009","","Principal","Bradley Hranicky","bhranicky@tooeleschools.org"
"Tooele District","30","Stansbury Park School","120","Public","","","?","Pre - 6","485 COUNTRY CLUB DR","STANSBURY PARK","84074","geo:40.644873,-112.289566","https://stansburyparkelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30120","435-833-1968","435-833-1972","","1980","","Principal","Ronda Silva","rsilva@tooeleschools.org"
